Company_Brand,HeadQuarter,Sector,What_it_does,Amount,Stage,Stage_category,Funding_year,Sector_category
Infinite Uptime,Pune,IoT startup,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,51000000.0,Series B,"Series B,C,D&E",2020,Information Technology
HappyLocate,Bangalore,SaaS startup,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed",5000000.0,Pre-series A,Pre-seed,2020,Information Technology
PhonePe,New Delhi,FinTech,PhonePe is a mobile payments application that allows the user to transfer money instantly.,7000000000.0,Undisclosed,Others,2020,Financials
Loop Health,Pune,HealthTech,Loop Health is bringing ease and choice to patients seeking major medical treatments.,23000000.0,Seed,Seed,2020,Health Care
NeoDocs,Mumbai,HealthTech,Neodocs analyses medical reports and provides personalised health recommendations remotely.,0.0,Pre-seed,Pre-seed,2020,Health Care
The ePlane,Chennai,Aero company,Transforming the mobility landscape using aerial transport.,0.0,Seed,Seed,2020,Information Technology
TagMango,Mumbai,Marketing company,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.",7000000.0,Seed,Seed,2020,Consumer Discretionary
The New Shop,New Delhi,Retail startup,The New Shop is a chain of high speed retail stores,5000000.0,Seed,Seed,2020,Consumer Discretionary
MobiKwik,Gurgaon,FinTech,"MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.",70000000.0,Undisclosed,Others,2020,Financials
DebugsBunny,Pune,EdTech,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,1000000.0,Undisclosed,Others,2020,Information Technology
BHIVE Investech,Bangalore,Co-working Startup,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,10000000.0,Seed,Seed,2020,Consumer Discretionary
Rivigo,Gurgaon,Logistics,Rivigo is a technology-enabled logistics platform provider that offers transport services.,190000000.0,Undisclosed,Others,2020,Industrial
ZipLoan,New Delhi,Finance company,ZipLoan is a online lending platform,30000000.0,Undisclosed,Others,2020,Financials
Swipez,Pune,FinTech,Swipez is a payment collection platform.,0.0,Undisclosed,Others,2020,Financials
Humus,Bangalore,AgriTech,Farmgate to Retail outlet Agri-Fresh produce supply chain,0.0,Undisclosed,Others,2020,Information Technology
Artivatic.ai,Bangalore,Tech company,"Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting & claims.",0.0,Undisclosed,Others,2020,Information Technology
Prescinto,Ahmedabad,Solar Monitoring Company,Prescinto provides solutions for solar monitoring and analytics solutions.,0.0,Seed,Seed,2020,Energy
Toppeq,Mumbai,SaaS startup,SaaS-based equity management platform,0.0,Seed,Seed,2020,Information Technology
Bolo Indya,Gurgaon,Video sharing platform,"Bolo Indya is a short video & commerce platform. It allows users to create, watch and share videos & discover and avail services.",4000000.0,Undisclosed,Others,2020,Information Technology
Bombay Play,Bangalore,Gaming startup,Bombay Play is a Card and Toy Company Making games for India.,10000000.0,Seed,Seed,2020,Consumer Discretionary
FreshToHome,Bangalore,E-commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,0.0,Undisclosed,Others,2020,Consumer Discretionary
KIKO TV,Mumbai,Video streaming platform,KIKO TV is an AI-based short live video e-commerce platform.,0.0,Seed,Seed,2020,Information Technology
Atomberg Technologies,Mumbai,Consumer appliances,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances",90000000.0,Series B,"Series B,C,D&E",2020,Consumer Discretionary
DealShare,Jaipur,E-commerce,DealShare is a Social Commerce Startup,210000000.0,Series C,"Series B,C,D&E",2020,Consumer Discretionary
Smallcase,Bangalore,FinTech,Changing how India invests in equities,0.0,Undisclosed,Others,2020,Financials
CueMath,Bangalore,EdTech,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,400000000.0,Series C,"Series B,C,D&E",2020,Information Technology
Gamerji,Ahmedabad,Gaming startup,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.",0.0,Seed,Seed,2020,Consumer Discretionary
5C Network,Bangalore,HealthTech,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",12000000.0,Pre-series A,Pre-seed,2020,Health Care
Ethereum Push Notification Service,Mumbai,Blockchain startup,EPNS is a decentralized notification protocol,7500000.0,Seed,Seed,2020,Information Technology
Mihup,Kolkata,Conversational AI platform,Intelligence-based personal mobile assistant app,15000000.0,Series A,Series A,2020,Information Technology
WayCool Foods,Chennai,AgriTech,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.",78000000.0,Debt,,2020,Information Technology
Infra.Market,Thane,Real Estate,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,200000000.0,Series B,"Series B,C,D&E",2020,Consumer Discretionary
Info Edge Venture,Noida,Venture capitalist,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",500000000.0,Undisclosed,Others,2020,Financials
Clovia,Noida,E-commerce,Clovia is the online lingerie retailer,40000000.0,Pre-series C,Pre-seed,2020,Consumer Discretionary
Codingal,Bangalore,EdTech,Coding education platform for K-12 students,5600000.0,Seed,Seed,2020,Information Technology
CRED,Bangalore,Finance company,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,800000000.0,Series C,"Series B,C,D&E",2020,Financials
Vistaar Finance,Bangalore,Finance company,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,300000000.0,Undisclosed,Others,2020,Financials
Let's Dive,Bangalore,SaaS platform,A platform for remote employee engagement and building team culture,17000000.0,Undisclosed,Others,2020,unknown
SAWO Labs,Mumbai,SaaS platform,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,6000000.0,Seed,Seed,2020,unknown
Signzy,Bangalore,AI platform,Signzy are creating 'building blocks for a Digital Trust system.,30000000.0,Undisclosed,Others,2020,Information Technology
KopyKitab,Bangalore,EdTech,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.",0.0,Undisclosed,Others,2020,Information Technology
GetWork,Gurugram,HR Tech,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,400000.0,Pre-seed,Pre-seed,2020,unknown
Mobile Premier League (MPL),Bangalore,Gaming,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,5000000.0,Series B,"Series B,C,D&E",2020,Consumer Discretionary
Omatra Hotels,Kolkata,Hospitality,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,0.0,Seed,Seed,2020,Health Care
Awign,Bangalore,Job portal,Operations and manpower outsourcing startup,0.0,Pre-series B,Pre-seed,2020,unknown
NewsReach,Gujarat,Digital Media,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,15000000.0,Seed,Seed,2020,unknown
Cashfree,Bangalore,FinTech,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,350000000.0,Series B,"Series B,C,D&E",2020,Financials
Credgenics,New Delhi,FinTech,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",30000000.0,Pre-series A,Pre-seed,2020,Financials
GeoIQ,Bangalore,AI startup,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",3000000.0,Seed,Seed,2020,Information Technology
Country Delight,Haryana,Dairy startup,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,250000000.0,Series C,"Series B,C,D&E",2020,Health Care
Quintype,Bangalore,Content management,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",35000000.0,Series A,Series A,2020,unknown
CARS24,Haryana,Retail,CARS24 is an India-based platform for selling used cars.,2000000000.0,Series E,"Series B,C,D&E",2020,Consumer Discretionary
Astrogate Labs,Bangalore,Spacetech,Astrogate Labs provides high-quality products related to space infrastructure.,0.0,Undisclosed,Others,2020,Information Technology
Power Gummies,New Delhi,HealthTech,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,0.0,Bridge,Others,2020,Health Care
Cityflo,Mumbai,Transportation,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,70000000.0,Series A,Series A,2020,Industrial
AlgoBulls,Mumbai,Trading platform,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,2000000.0,Undisclosed,Others,2020,unknown
Credgenics,Gurugram,FinTech,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",30000000.0,Pre-series A,Pre-seed,2020,Financials
Inntot,Kerala,Tech company,"Inntot Technologies, is a technology driven company.",0.0,Undisclosed,Others,2020,Information Technology
Ensuredit,Gurugram,FinTech,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,3000000.0,Pre-series A,Pre-seed,2020,Financials
Shipsy,Gurugram,AI Company,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,60000000.0,Series A,Series A,2020,Information Technology
ERPNext,Mumbai,Tech company,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",10000000.0,Undisclosed,Others,2020,Information Technology
LightSpeedAI,Bangalore,Photonics startup,Developer of an optoelectronic processor designed to accelerate AI computations.,0.0,Undisclosed,Others,2020,Information Technology
Grip Invest,Gurugram,FinTech,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,0.0,Pre-series A,Pre-seed,2020,Financials
Unacademy,Bangalore,EdTech,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,0.0,Undisclosed,Others,2020,Information Technology
Yellow Classes,Gurugram,EdTech,New-age fun-learning platform for kids.,13000000.0,Pre-series A,Pre-seed,2020,Information Technology
Plum,Bangalore,HealthTech,High quality health insurance and health benefits,41000000.0,Undisclosed,Others,2020,Health Care
STAGE,Indore,Entertainment,STAGE is an Indian language content platform for artist-led entertainment.,10000000.0,Undisclosed,Others,2020,Consumer Discretionary
Nykaa,Mumbai,Cosmetics,Nykaa is an online marketplace for different beauty and wellness products.,0.0,Undisclosed,Others,2020,Consumer Discretionary
NIRA,Bangalore,FinTech,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",10000000.0,Undisclosed,Others,2020,Financials
Prolixr,Gurugram,Skincare startup,A premium skincare brand committed towards building innovative skin care wellness.,0.0,Seed,Seed,2020,Consumer Discretionary
Byju's,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2000000000.0,Undisclosed,Others,2020,Information Technology
DaMENSCH,Bangalore,E-commerce,DaMENSCH is a designer and seller of men's apparel.,60000000.0,Undisclosed,Others,2020,Consumer Discretionary
Country Delight,Haryana,Food and Beverages,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,250000000.0,Series C,"Series B,C,D&E",2020,Consumer Discretionary
SignalX,Hyderabad,AI startup,SignalX offers an artificial intelligence-powered SaaS platform,8000000.0,Seed,Seed,2020,Information Technology
Lancify,Bangalore,EdTech,Lancify is building the world's strongest young workforce,3000000.0,Undisclosed,Others,2020,Information Technology
Krimanshi,Jodhpur,Biotechnology company,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,6000000.0,Seed,Seed,2020,Health Care
Instoried,Bangalore,AI startup,Instoried is an augmented writing platform which improves customer interest and engagement.,10000000.0,Pre-series A,Pre-seed,2020,Information Technology
PlayerzPot,Mumbai,Gaming startup,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes",30000000.0,Series A,Series A,2020,Consumer Discretionary
Instamojo,Bangalore,FinTech,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.",0.0,Undisclosed,Others,2020,Financials
Turtlemint,Mumbai,HealthTech,Turtlemint has built Indian personalized insurance platform,300000000.0,Undisclosed,Others,2020,Health Care
Arata,New Delhi,E-commerce,Arata is an e-commerce site for beauty products and cosmetics.,10000000.0,Pre-series A,Pre-seed,2020,Consumer Discretionary
MPL,Bangalore,Gaming startup,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,50000000.0,Undisclosed,Others,2020,Consumer Discretionary
True Balance,Gurugram,FinTech,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,280000000.0,Undisclosed,Others,2020,Financials
Thrive,Mumbai,FoodTech,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.",0.0,Pre-series A,Pre-seed,2020,Consumer Discretionary
Kitchens Centre,New Delhi,Proptech,Kitchens Centre offers turnkey solutions to cloud kitchens.,0.0,Pre-series A,Pre-seed,2020,unknown
Prescribe,Chennai,HealthTech,Provide online services to patients by leveraging WhatsApp.,1000000.0,Undisclosed,Others,2020,Health Care
Nepra,Ahmedabad,CleanTech,NEPRA Resource Management provides waste management solutions in India.,180000000.0,Series C,"Series B,C,D&E",2020,unknown
inFeedo,Gurugram,SaaS startup,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",32000000.0,Undisclosed,Others,2020,Information Technology
Shilpa Sciences,Bangalore,HealthTech,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,0.0,Pre-series A,Pre-seed,2020,Health Care
Arzooo,Bangalore,Tech Startup,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product",0.0,Undisclosed,Others,2020,unknown
